"target_condition_id","target_subspecialty","variant_index","variant_keywords","user_input"
"27","urogynecology & reconstructive pelvic medicine","1","[""stress incontinence urine leakage coughing sneezing"", ""chronic UTI recurrent UTI frequent UTI 3 or more infections"", ""fecal incontinence bowel control"", ""botox bladder treatment""]","Persistent fecal incontinence bowel control, chronic UTI recurrent UTI frequent UTI 3 or more infections, leaking urine, and botox bladder treatment since yesterday."
"27","urogynecology & reconstructive pelvic medicine","2","[""fecal incontinence bowel control"", ""labia hypertrophy enlarged labia"", ""vesicovaginal fistula abnormal connection bladder vagina""]","It's mostly fecal incontinence bowel control, labia hypertrophy enlarged labia, and vesicovaginal fistula abnormal connection bladder vagina for two weeks, worse at night."
"27","urogynecology & reconstructive pelvic medicine","3","[""bladder pain interstitial cystitis chronic bladder pressure pelvic pain"", ""fecal incontinence bowel control"", ""bladder spasms"", ""vesicovaginal fistula abnormal connection bladder vagina"", ""PTNS posterior tibial neurostimulation uroplasty overactive bladder"", ""urodynamics UDS bladder function test""]","Lately I've noticed fecal incontinence bowel control, urine leakage, bladder spasms, vesicovaginal fistula abnormal connection bladder vagina, OAB-like symptoms, and urodynamics UDS bladder function test over the past month."
"27","urogynecology & reconstructive pelvic medicine","4","[""vaginal prolapse vaginal wall descent"", ""rectovaginal fistula abnormal connection rectum vagina"", ""fecal incontinence bowel control"", ""urinary leakage urine leakage""]","It's mostly fecal incontinence bowel control, rectovaginal fistula abnormal connection rectum vagina, urine leakage, and urinary leakage urine leakage for several months, when I cough or sneeze."
"27","urogynecology & reconstructive pelvic medicine","5","[""rectovaginal fistula abnormal connection rectum vagina"", ""bladder incontinence bladder leakage"", ""vaginal prolapse vaginal wall descent"", ""fecal incontinence bowel control"", ""botox bladder treatment""]","Having fecal incontinence bowel control, urine leakage, vaginal prolapse vaginal wall descent, urine leakage, and botox bladder treatment recently. What could this be?"
"27","urogynecology & reconstructive pelvic medicine","6","[""bladder spasms"", ""pessary fitting new pessary"", ""fecal incontinence bowel control"", ""bladder prolapse""]","fecal incontinence bowel control, pessary fitting new pessary, urine leakage, and bladder prolapse for two weeks. Should I be concerned?"
"27","urogynecology & reconstructive pelvic medicine","7","[""urinary incontinence bladder control urine leakage"", ""gas incontinence unable to control gas"", ""cystoscopy office procedure""]","Symptoms include fecal incontinence bowel control, leaking urine, and cystoscopy office procedure for a few days."
"27","urogynecology & reconstructive pelvic medicine","8","[""bladder prolapse"", ""rectocele back vagina rectal prolapse tissue weakness"", ""labia hypertrophy enlarged labia"", ""fecal incontinence bowel control"", ""bladder spasms"", ""cystocele bladder bulge vagina""]","I keep getting bladder prolapse, rectocele back vagina rectal prolapse tissue weakness, labia hypertrophy enlarged labia, fecal incontinence bowel control, bladder spasms, and cystocele bladder bulge vagina for two weeks, when I cough or sneeze."
"27","urogynecology & reconstructive pelvic medicine","9","[""blood in urine hematuria"", ""bowel leakage fecal incontinence"", ""fecal incontinence bowel control""]","I keep getting fecal incontinence bowel control, urine leakage, and leaking urine recently, with a low-grade fever."
"27","urogynecology & reconstructive pelvic medicine","10","[""fecal incontinence bowel control"", ""urinary leakage urine leakage"", ""bladder pain interstitial cystitis chronic bladder pressure pelvic pain"", ""blood in urine hematuria""]","Recently it's been fecal incontinence bowel control, urinary leakage urine leakage, an ache in my lower abdomen, and blood in my urine."
"28","general OB/GYN","1","[""adolescent gynecology ages 0-22 contraception"", ""breast lump breast mass breast discomfort breast pain breast redness"", ""fibroids uterine fibroids"", ""sexual dysfunction intimacy problems"", ""postpartum visit follow-up delivery after birth""]","It's mostly adolescent gynecology ages 0-22 contraception, breast lump breast mass breast discomfort breast ache breast redness, fibroids uterine fibroids, sexual dysfunction intimacy problems, and postpartum visit follow-up delivery after birth over the past month, with a low-grade fever."
"28","general OB/GYN","2","[""yeast infection white discharge cottage cheese discharge itching clumps"", ""heavy bleeding irregular bleeding irregular menstruation bleeding after sex"", ""incision check post surgical c-section surgery follow-up"", ""fibroids uterine fibroids"", ""myomectomy fibroid surgery""]","persistent itching, very heavy periods, incision check post surgical c-section surgery follow-up, fibroids uterine fibroids, and myomectomy fibroid surgery recently. Should I be concerned?"
"28","general OB/GYN","3","[""IUD insertion intrauterine device placement uterus"", ""new pregnancy positive pregnancy test new OB NOB LMP"", ""birth control consult contraception"", ""fibroids uterine fibroids""]","It's mostly IUD insertion intrauterine device placement uterus, new pregnancy positive pregnancy test new OB NOB LMP, birth control consult contraception, and fibroids uterine fibroids for a few days, worse at night."
"28","general OB/GYN","4","[""hysteroscopy procedure in office"", ""fibroids uterine fibroids"", ""hormone replacement therapy menopause HRT""]","hysteroscopy procedure in office, fibroids uterine fibroids, and hormone replacement therapy menopause HRT for several months. Should I be concerned?"
"28","general OB/GYN","5","[""fibroids uterine fibroids"", ""vaginitis vaginal issues vaginal blisters bumps discharge itching infections lesion pain rash"", ""gender affirming care transgender care born female""]","It's mostly fibroids uterine fibroids, persistent itching, and gender affirming care transgender care born female for two weeks, during my period."
"28","general OB/GYN","6","[""termination pregnancy unwanted pregnancy MVA manual vacuum aspiration"", ""hormone replacement therapy menopause HRT"", ""surgery consult removal growth hysterectomy second opinion"", ""fibroids uterine fibroids""]","Recently it's been fibroids uterine fibroids, hormone replacement therapy menopause HRT, surgery consult removal growth hysterectomy second opinion, and fibroids uterine fibroids."
"28","general OB/GYN","7","[""fibroids uterine fibroids"", ""colposcopy abnormal pap office procedure"", ""heavy bleeding irregular bleeding irregular menstruation bleeding after sex""]","Persistent fibroids uterine fibroids, colposcopy abnormal pap office procedure, and very heavy periods for several months."
"28","general OB/GYN","8","[""LEEP procedure loop electrosurgical excision"", ""new pregnancy positive pregnancy test new OB NOB LMP"", ""IUD insertion intrauterine device placement uterus"", ""gender affirming care transgender care born female"", ""repeat pap smear follow-up pap"", ""fibroids uterine fibroids""]","For for a few days, it's been fibroids uterine fibroids, new pregnancy positive pregnancy test new OB NOB LMP, IUD insertion intrauterine device placement uterus, gender affirming care transgender care born female, repeat pap smear follow-up pap, and fibroids uterine fibroids. Any guidance?"
"28","general OB/GYN","9","[""termination pregnancy unwanted pregnancy MVA manual vacuum aspiration"", ""annual checkup preventative care wellness exam pelvic exam cervical screening pap smear HPV test"", ""heavy bleeding irregular bleeding irregular menstruation bleeding after sex"", ""fibroids uterine fibroids"", ""hysteroscopy procedure in office"", ""IUD consult intrauterine device birth control device""]","Recently it's been termination pregnancy unwanted pregnancy MVA manual vacuum aspiration, annual checkup preventative care wellness exam pelvic exam cervical screening pap smear HPV test, heavy flow, fibroids uterine fibroids, hysteroscopy procedure in office, and IUD consult intrauterine device birth control device."
"28","general OB/GYN","10","[""vaginitis vaginal issues vaginal blisters bumps discharge itching infections lesion pain rash"", ""miscarriage pregnancy loss"", ""nexplanon contraceptive implant arm insertion removal""]","Lately I've noticed fibroids uterine fibroids, miscarriage pregnancy loss, and nexplanon contraceptive implant arm insertion removal for several months."
"29","general OB/GYN","1","[""IUD consult intrauterine device birth control device"", ""IUD removal intrauterine device removal uterus"", ""gardasil HPV shot HPV vaccine""]","I've been dealing with IUD consult intrauterine device birth control device, IUD removal intrauterine device removal uterus, and gardasil HPV shot HPV vaccine for two weeks, with a low-grade fever."
"29","general OB/GYN","2","[""infertility IVF reproductive assistance"", ""ovarian cyst ultrasound"", ""gardasil HPV shot HPV vaccine"", ""new pregnancy positive pregnancy test new OB NOB LMP"", ""LEEP procedure loop electrosurgical excision"", ""fibroids uterine fibroids""]","For over the past month, it's been infertility IVF reproductive assistance, ovarian cyst ultrasound, gardasil HPV shot HPV vaccine, new pregnancy positive pregnancy test new OB NOB LMP, LEEP procedure loop electrosurgical excision, and fibroids uterine fibroids. Any guidance?"
